experiment,item,object,version,condition,setting,critical,central_word,distinguishing_word,notes,key inference,critical_masked,full_masked,bert_mask_all_mean,bert_mask_one_mean,bert_mask_all_sum,bert_mask_one_sum,roberta_mask_all_mean,roberta_mask_one_mean,roberta_mask_all_sum,roberta_mask_one_sum,bert_nsp,cd_cosine_bert_ln2,sc_cosine_bert_ln2,gpt3_ada_spl,gpt3_davinci_spl
1,4,-,b,nonafforded,"Mike was freezing while walking up State Street into a brisk wind.  He knew that he had to get his face covered pretty soon or he would get frostbite.  Unfortunately, he didn’t have enough money to buy a scarf.","Being clever, he walked into a store and bought a matchbook to cover his face.",face,matchbook,,matchbook size,"Being clever, he walked into a store and bought a [MASK] to cover his face.","Mike was freezing while walking up State Street into a brisk wind.  He knew that he had to get his face covered pretty soon or he would get frostbite.  Unfortunately, he didn’t have enough money to buy a scarf. Being clever, he walked into a store and bought a [MASK] to cover his face.",27.97793171466104,7.182488303487853,55.95586342932208,32.43484125237531,25.25413819325541,16.21742062618765,50.508276386510836,32.43484125237531,0.9511292576789856,0.31584084033966064,0.05825859308242797,294.9776988014127,261.89256443398426
1,4,-,c,afforded,"Mike was freezing while walking up State Street into a brisk wind.  He knew that he had to get his face covered pretty soon or he would get frostbite.  Unfortunately, he didn’t have enough money to buy a scarf.","Being clever, he walked into a store and bought a newspaper to cover his face.",face,newspaper,,"newspaper size, newspaper insulating properties","Being clever, he walked into a store and bought a [MASK] to cover his face.","Mike was freezing while walking up State Street into a brisk wind.  He knew that he had to get his face covered pretty soon or he would get frostbite.  Unfortunately, he didn’t have enough money to buy a scarf. Being clever, he walked into a store and bought a [MASK] to cover his face.",18.914640308749163,18.914640308749163,18.914640308749163,25.449372860806218,24.30051683608201,8.483124286935407,72.90155050824602,25.449372860806218,0.95197331905365,0.3076885342597961,0.05590975284576416,288.868460736592,250.9929050847292
1,5,-,a,nonafforded,"David was playing hide and seek with his son, Duncan. ",David closed his eyes and counted to ten while Duncan hid in the cookie jar.,hid,cookie jar,,"size cookie jar, size boy",David closed his eyes and counted to ten while Duncan hid in the [MASK] .,"David was playing hide and seek with his son, Duncan.  David closed his eyes and counted to ten while Duncan hid in the [MASK] .",25.254284947598762,0.380229294503166,50.50856989519753,29.3058649629596,31.457007603184586,14.6529324814798,62.91401520636917,29.3058649629596,0.8861818313598633,0.23682361841201785,0.057057797908782966,151.5395921081957,121.83724113077659
1,5,-,b,afforded,"David was playing hide and seek with his son, Duncan. ",David closed his eyes and counted to ten while Duncan hid in the clothes dryer.,hid,clothes dryer,,"amount of air in clothes dryer, size of clothes dryer",David closed his eyes and counted to ten while Duncan hid in the [MASK] .,"David was playing hide and seek with his son, Duncan.  David closed his eyes and counted to ten while Duncan hid in the [MASK] .",16.274244832063886,7.887820101906048,48.82273449619166,18.49641019158261,24.35021754327241,4.624102547895652,97.4008701730897,18.49641019158261,0.9120869636535645,0.2716878056526184,0.0621451735496521,151.34759461656267,119.69430262946138
1,5,-,c,related,"David was playing hide and seek with his son, Duncan. ",David closed his eyes and counted to ten while Duncan hid in the broom closet.,hid,broom closet,,"places boys hide, size broom closet",David closed his eyes and counted to ten while Duncan hid in the [MASK] .,"David was playing hide and seek with his son, Duncan.  David closed his eyes and counted to ten while Duncan hid in the [MASK] .",18.5044539508598,7.409856109085799,55.513361852579386,38.08011573321587,18.263912492674038,12.693371911071957,54.79173747802211,38.08011573321587,0.9101868867874146,0.25133341550827026,0.0578349232673645,149.72819648369685,113.96869001643164
1,6,-,a,afforded,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor.",Bill decided to stand on a tractor to finish painting the wall.,stand,tractor,,,Bill decided to stand on a [MASK] to finish painting the wall.,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor. Bill decided to stand on a [MASK] to finish painting the wall.",10.095751194604722,10.095751194604722,10.095751194604722,26.596539871123362,21.490714540352467,13.298269935561676,42.981429080704935,26.596539871123362,0.9838938117027284,0.2662371397018433,0.0466575026512146,272.3833795983707,203.93819366011957
1,6,-,b,related,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor.",Bill decided to stand on a chair to finish painting the wall.,stand,chair,,,Bill decided to stand on a [MASK] to finish painting the wall.,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor. Bill decided to stand on a [MASK] to finish painting the wall.",8.277096296607827,8.277096296607827,8.277096296607827,27.51750570604473,27.51750570604473,27.51750570604473,27.51750570604473,27.51750570604473,0.9709274172782898,0.24706119298934934,0.05780404806137085,266.91448213140313,193.5515023311813
1,6,-,c,nonafforded,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor.",Bill decided to stand on a hammer to finish painting the wall.,stand,hammer,,,Bill decided to stand on a [MASK] to finish painting the wall.,"Bill was working on painting his barn.  He reached most of it from the ground, but part of the wall was too high to reach without a ladder.  Unfortunately, he had lent his ladder to a neighbor. Bill decided to stand on a [MASK] to finish painting the wall.",18.212263420687247,18.212263420687247,18.212263420687247,34.77354069528974,34.77354069528974,34.77354069528974,34.77354069528974,34.77354069528974,0.9782462120056152,0.2937791347503662,0.055779695510864265,277.3437237019455,207.9169961819333
1,7,-,a,afforded,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well.",Phil grabbed a map and used it to fan the fire.,fan,map,,,Phil grabbed a [MASK] and used it to fan the fire.,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well. Phil grabbed a [MASK] and used it to fan the fire.",19.411434359839767,19.411434359839767,19.411434359839767,38.7897632117801,38.7897632117801,38.7897632117801,38.7897632117801,38.7897632117801,0.9091777801513672,0.3413253426551819,0.0632525086402893,268.54536426543535,218.8885716221256
1,7,-,b,nonafforded,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well.",Phil grabbed a rock and used it to fan the fire.,fan,rock,,,Phil grabbed a [MASK] and used it to fan the fire.,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well. Phil grabbed a [MASK] and used it to fan the fire.",5.918854056691674,5.918854056691674,5.918854056691674,33.494337794533045,33.494337794533045,33.494337794533045,33.494337794533045,33.494337794533045,0.9137113094329834,0.30365025997161865,0.06570440530776978,254.7876730023814,216.81271007301322
1,7,-,c,related,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well.",Phil grabbed a bellows and used it to fan the fire.,fan,bellows,,,Phil grabbed a [MASK] and used it to fan the fire.,"Phil was trying to get a barbecue going early in the morning for a tailgater.  He got dizzy from blowing on the coals, but they still weren’t burning well. Phil grabbed a [MASK] and used it to fan the fire.",27.392696715563307,8.127703225650455,54.785393431126614,36.98730267699363,26.0261319271988,18.493651338496807,52.0522638543976,36.98730267699363,0.9135686159133912,0.2727988958358765,0.06308799982070923,260.8476183758976,220.4663430546178
1,8,-,a,nonafforded,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him.",She gave him a large refrigerator to play with.,play,large refrigerator,,,She gave him a [MASK] to play with.,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him. She gave him a [MASK] to play with.",23.45154123428709,14.552982662491162,46.90308246857418,50.89802561369052,25.95052712540948,25.44901280684526,51.90105425081896,50.89802561369052,0.9489261507987976,0.2376418709754944,0.0710521936416626,204.15772363913075,180.1285248579355
1,8,-,b,related,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him.",She gave him a red beanbag to play with.,play,red beanbag,,,She gave him a [MASK] to play with.,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him. She gave him a [MASK] to play with.",16.265063628058616,5.290499478969374,48.79519088417585,39.3472357716875,21.734867784992122,13.115745257229163,65.20460335497637,39.3472357716875,0.9030827283859252,0.25301164388656616,0.07874506711959839,203.8728406365908,175.00221822976806
1,8,-,c,afforded,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him.",She gave him a plastic spoon to play with.,play,plastic spoon,,,She gave him a [MASK] to play with.,"Peggy was babysitting her infant nephew while she cooked dinner.  He was being fussy, but she had few toys to occupy him. She gave him a [MASK] to play with.",15.019523940841632,6.509747855138084,30.039047881683267,21.42476121763589,17.513966352461733,7.141587072545296,52.54189905738521,21.42476121763589,0.9412795305252076,0.23938816785812375,0.08089005947113037,194.746644219706,160.32171208996132
1,9,-,a,nonafforded,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat.",Joe used the electric outlet as a coat rack.,coat rack,electric outlet,,,Joe used the [MASK] as a coat rack.,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used the [MASK] as a coat rack.",20.8875101115155,8.147198822685901,41.775020223031,37.62541573830832,26.14391196636219,18.81270786915416,52.28782393272438,37.62541573830832,0.9308024644851683,0.2219070196151733,0.06317615509033203,142.9570370854742,124.84787551049695
1,9,-,b,afforded,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat.",Joe used the vacuum cleaner as a coat rack.,coat rack,vacuum cleaner,,,Joe used the [MASK] as a coat rack.,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used the [MASK] as a coat rack.",21.770994965870152,0.4842622913352288,43.541989931740304,7.57371573726359,23.937742711043725,1.8934289343158968,95.7509708441749,7.57371573726359,0.9258285164833068,0.17682290077209473,0.05660057067871094,139.56397208288692,114.05924846312304
1,9,-,c,related,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat.",Joe used the door knob as a coat rack.,coat rack,door knob,,,Joe used the [MASK] as a coat rack.,"Joe’s roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used the [MASK] as a coat rack.",10.061374968331084,4.540621742590779,20.12274993666217,27.676333667913646,21.110342750768982,13.838166833956823,42.220685501537965,27.676333667913646,0.909100353717804,0.20071136951446533,0.056589663028717034,140.25991773992664,116.45757602849963
1,10,-,a,related,"Jonathan opened up his car's trunk, but the ice scraper wasn't there.",Jonathan pulled out of his golf bag a screw driver and used that to chisel an inch of ice off his windshield.,chisel,screw driver,,,Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.",22.138531537877206,12.376666921178627,44.277063075754405,14.911848319992115,19.35012010162857,4.970616106664038,58.050360304885714,14.911848319992115,0.9632099270820618,0.2227001190185547,0.05549401044845581,190.3847262840988,163.48887261786908
1,10,-,b,afforded,"Jonathan opened up his car's trunk, but the ice scraper wasn't there.",Jonathan pulled out of his golf bag a seven iron and used that to chisel an inch of ice off his windshield.,chisel,seven iron,,,Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.",15.673365391344989,6.082071898740174,31.346730782689967,34.9224307456374,31.11765817162036,17.4612153728187,62.23531634324071,34.9224307456374,0.971324384212494,0.34479963779449463,0.0581701397895813,205.9669782111351,158.17903938876066
1,10,-,c,nonafforded,"Jonathan opened up his car's trunk, but the ice scraper wasn't there.",Jonathan pulled out of his golf bag a ham sandwich and used that to chisel an inch of ice off his windshield.,chisel,ham sandwich,,,Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.",22.281241274477768,5.081939010346456,66.8437238234333,27.97353425429292,26.44031293305893,13.98676712714646,52.880625866117846,27.97353425429292,0.9695146083831788,0.3211768865585327,0.05968379974365234,200.59957516263026,173.270802131775
1,11,-,a,afforded,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her warm thermos to smooth her skirt.,smooth,warm thermos,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",20.64168364613912,9.754090112598721,82.56673458455647,35.455195918571995,25.57883722908577,11.818398639523995,76.73651168725735,35.455195918571995,0.9528509378433228,0.24874550104141235,0.061091423034667976,176.9142003303508,164.19346477332655
1,11,-,b,related,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her hair dryer to smooth her skirt.,smooth,hair dryer,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",13.885668432093995,3.8570111709733337,41.657005296282,28.88874097765528,13.696070604246273,9.629580325885094,41.08821181273882,28.88874097765528,0.9567316770553588,0.14574646949768064,0.05816960334777833,157.6192582039241,139.23798322231409
1,11,-,c,nonafforded,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her hair pin to smooth her skirt.,smooth,hair pin,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",12.960885995027828,11.301384443471004,25.921771990055657,41.73776159887421,21.958956496438727,20.868880799437104,43.917912992877454,41.73776159887421,0.9470200538635254,0.19212627410888672,0.06490707397460938,162.19887604415774,156.8158554380784
1,12,-,a,related,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a shower cap to cover his hair.,hair,shower cap,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",10.25513809507722,7.334751947520268,20.51027619015445,37.488255621212616,19.908416640845964,12.496085207070875,59.72524992253789,37.488255621212616,0.9854763150215148,0.21303057670593264,0.08534324169158937,233.49181908246,197.4508774145894
1,12,-,b,nonafforded,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a hamburger bun to cover his hair.,hair,hamburger bun,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",23.60009699001178,11.139288084302725,118.0004849500589,5.7951059052367775,21.978097826936683,1.4487764763091948,87.91239130774673,5.7951059052367775,0.9908131957054138,0.3005690574645996,0.08241987228393555,246.8589790259357,194.50956264021053
1,12,-,c,afforded,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a sandwich wrapper to cover his hair.,hair,sandwich wrapper,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",14.786562620640964,6.642098095873227,44.35968786192289,31.92705802467677,27.519721924546136,10.642352674892257,82.55916577363841,31.92705802467677,0.9913227558135986,0.32622432708740234,0.079842209815979,239.91199767327396,195.4110007265564
1,13,-,a,afforded,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with leaves.",pillow,leaves,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",10.929999822038006,10.929999822038006,10.929999822038006,32.745165127032266,24.318442733594843,16.372582563516133,48.636885467189686,32.745165127032266,0.9244726300239564,0.287514865398407,0.07609528303146362,135.29178265032257,104.08557376907714
1,13,-,b,nonafforded,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with water.",pillow,water,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",6.185353806914478,6.185353806914478,6.185353806914478,26.060406771616787,26.060406771616787,26.060406771616787,26.060406771616787,26.060406771616787,0.916184663772583,0.2866086959838867,0.08202153444290161,132.71337542293367,115.55977033664459
1,13,-,c,related,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with clothes.",pillow,clothes,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",9.743775825169886,9.743775825169886,9.743775825169886,24.488022415087197,27.60763495689968,12.244011207543599,55.21526991379936,24.488022415087197,0.9227057695388794,0.2780709862709045,0.07711058855056763,134.12883714234428,111.4842138325874
1,14,-,a,related,"After wading barefoot in the lake, Erik needed something to get dry.",He used his towel to dry his feet.,dry,towel,Might be missing content from setting,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",4.326517330292352,4.326517330292352,4.326517330292352,20.061650991681308,16.551253730958035,6.687216997227104,49.65376119287411,20.061650991681308,0.9679262042045592,0.25050508975982666,0.059503912925720215,114.88871502826946,105.23995482614728
1,14,-,b,afforded,"After wading barefoot in the lake, Erik needed something to get dry.",He used his shirt to dry his feet.,dry,shirt,,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",3.0546363214642067,3.0546363214642067,3.0546363214642067,22.62024625835999,22.62024625835999,22.62024625835999,22.62024625835999,22.62024625835999,0.9594538807868958,0.27176856994628906,0.05764329433441163,115.5598172891547,101.31980980326061
1,14,-,c,nonafforded,"After wading barefoot in the lake, Erik needed something to get dry.",He used his glasses to dry his feet.,dry,glasses,,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",16.839103984813555,16.839103984813555,16.839103984813555,29.74378796849679,26.828414703569496,14.871893984248395,53.65682940713899,29.74378796849679,0.9582458734512328,0.3227105736732483,0.07272297143936157,127.85879274356432,113.44592103292766
1,15,-,a,nonafforded,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a bent earring to write the number on.,write,bent earring,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",21.14701787570543,9.407263063071506,63.44105362711629,49.16012489346424,25.04865179921801,16.386708297821414,75.14595539765402,49.16012489346424,0.9733201265335084,0.32833266258239746,0.060874998569488525,234.77947727128654,195.92565659188335
1,15,-,b,related,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a note pad to write the number on.,write,note pad,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",6.020132691352128,3.373936739024292,12.040265382704256,26.73639812783545,16.639918819868875,13.368199063917725,33.27983763973775,26.73639812783545,0.9781398773193359,0.2428165078163147,0.05903154611587525,216.0789417089421,179.11814948987262
1,15,-,c,afforded,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a popsicle stick to write the number on.,write,popsicle stick,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",23.05055474991105,9.898157316483065,92.20221899964424,20.62934669014666,20.07319477625312,5.157336672536665,80.29277910501247,20.62934669014666,0.9788557887077332,0.346138596534729,0.0594409704208374,218.64258191961784,176.86372389423266
